"","n_pokoj","metraz","cena_m2","rok","pietro","pietro_maks","dzielnica","cena","kat_cenowa"
"2855",3,85,6118,1902,3,4,"Stare Miasto",520030,"3. drogie"
"2856",3,60.44,6602,1955,4,4,"Stare Miasto",399024.88,"3. drogie"
"2857",4,97.18,5135,1900,3,4,"Stare Miasto",499019.3,"1. bardzo tanie"
"2858",3,64,5922,2009,2,4,"Psie Pole",379008,"3. drogie"
"2859",3,63.7,5165,1987,1,6,"Fabryczna",329010.5,"1. bardzo tanie"
"2860",3,49.51,7574,1980,4,4,"Stare Miasto",374988.74,"4. bardzo drogie"
"2861",3,45,5778,2006,2,2,"Psie Pole",260010,"2. tanie"
"2862",4,96.53,5998,2007,3,3,"Krzyki",578986.94,"3. drogie"
"2863",3,67.3,5126,1934,5,5,"Fabryczna",344979.8,"1. bardzo tanie"
"2864",4,131,5191,1936,1,1,"Srodmiescie",680021,"1. bardzo tanie"
"2865",3,64.4,6134,1991,3,7,"Fabryczna",395029.6,"3. drogie"
"2866",2,46.69,6512,2016,9,13,"Krzyki",304045.28,"3. drogie"
"2867",4,92.5,6000,1920,4,4,"Stare Miasto",555000,"3. drogie"
"2868",4,83,5289,1982,7,10,"Fabryczna",438987,"1. bardzo tanie"
"2869",3,56.53,7589,2001,2,2,"Stare Miasto",429006.17,"4. bardzo drogie"
"2870",2,49.22,7314,2004,1,6,"Srodmiescie",359995.08,"4. bardzo drogie"
"2871",2,52,6154,1990,1,5,"Srodmiescie",320008,"3. drogie"
"2872",2,50.2,5179,1993,4,4,"Fabryczna",259985.8,"1. bardzo tanie"
"2873",3,62,6758,1936,0,0,"Fabryczna",418996,"4. bardzo drogie"
"2874",2,58,5000,1930,3,4,"Fabryczna",290000,"1. bardzo tanie"
"2875",4,113,6903,1910,0,0,"Srodmiescie",780039,"4. bardzo drogie"
"2876",1,32,4313,1930,0,0,"Krzyki",138016,"1. bardzo tanie"
"2877",1,32,6844,2000,1,3,"Krzyki",219008,"4. bardzo drogie"
"2878",2,45,5111,1930,3,4,"Srodmiescie",229995,"1. bardzo tanie"
"2879",4,112,5179,2014,1,2,"Krzyki",580048,"1. bardzo tanie"
"2880",4,90,5556,1906,1,4,"Srodmiescie",500040,"2. tanie"
"2881",2,58,5517,2011,2,3,"Krzyki",319986,"2. tanie"
"2882",1,43.69,4234,1930,5,6,"Srodmiescie",184983.46,"1. bardzo tanie"
"2883",3,65.5,5481,1960,3,3,"Krzyki",359005.5,"2. tanie"
"2884",2,34,6029,1970,2,10,"Fabryczna",204986,"3. drogie"
"2885",2,56,5982,2005,1,3,"Krzyki",334992,"3. drogie"
"2886",4,90.66,5074,1998,3,4,"Srodmiescie",460008.84,"1. bardzo tanie"
"2887",4,64,4828,1970,0,0,"Fabryczna",308992,"1. bardzo tanie"
"2888",5,128,5125,1902,3,4,"Srodmiescie",656000,"1. bardzo tanie"
"2889",2,65,7677,2010,2,7,"Stare Miasto",499005,"4. bardzo drogie"
"2890",2,48,6667,2000,2,3,"Fabryczna",320016,"4. bardzo drogie"
"2891",2,56.5,5929,2005,1,3,"Krzyki",334988.5,"3. drogie"
"2892",3,54.2,7103,1994,6,7,"Krzyki",384982.6,"4. bardzo drogie"
"2893",4,73,5849,1980,1,7,"Fabryczna",426977,"3. drogie"
"2894",3,56,6161,2015,2,2,"Fabryczna",345016,"3. drogie"
"2895",2,51,5294,1980,7,10,"Fabryczna",269994,"1. bardzo tanie"
"2896",2,54,6148,2000,2,4,"Krzyki",331992,"3. drogie"
"2897",2,39.1,6010,1970,5,10,"Stare Miasto",234991,"3. drogie"
"2898",4,90,6222,1930,2,4,"Srodmiescie",559980,"3. drogie"
"2899",3,65,5846,1980,8,11,"Krzyki",379990,"3. drogie"
"2900",2,45,6444,1960,0,0,"Krzyki",289980,"3. drogie"
"2901",1,24.5,6531,1980,4,4,"Stare Miasto",160009.5,"3. drogie"
"2902",3,82,4378,1907,3,3,"Krzyki",358996,"1. bardzo tanie"
"2903",1,28.5,7193,2002,0,0,"Krzyki",205000.5,"4. bardzo drogie"
"2904",5,92.5,6100,2018,1,3,"Srodmiescie",564250,"3. drogie"
"2905",3,61,5885,2005,1,8,"Psie Pole",358985,"3. drogie"
"2906",3,61.78,7106,2011,1,4,"Krzyki",439008.68,"4. bardzo drogie"
"2907",4,70.05,9265,2015,3,4,"Stare Miasto",649013.25,"4. bardzo drogie"
"2908",3,83.3,5282,2000,3,5,"Srodmiescie",439990.6,"1. bardzo tanie"
"2909",2,51.68,5757,2016,2,4,"Krzyki",297521.76,"2. tanie"
"2910",3,77.5,5677,2003,2,2,"Psie Pole",439967.5,"2. tanie"
"2911",3,67,5507,1940,1,4,"Psie Pole",368969,"2. tanie"
"2912",3,58,7414,2007,2,3,"Krzyki",430012,"4. bardzo drogie"
"2913",2,71,5211,1920,1,5,"Psie Pole",369981,"1. bardzo tanie"
"2914",4,82,4573,1977,2,3,"Fabryczna",374986,"1. bardzo tanie"
"2915",4,84.3,5694,1995,2,5,"Psie Pole",480004.2,"2. tanie"
"2916",2,52,7308,2010,3,3,"Krzyki",380016,"4. bardzo drogie"
"2917",3,89.97,5546,1930,3,4,"Stare Miasto",498973.62,"2. tanie"
"2918",2,54.5,6587,1992,2,4,"Krzyki",358991.5,"3. drogie"
"2919",3,55.2,6884,1980,9,10,"Krzyki",379996.8,"4. bardzo drogie"
"2920",2,46,5826,1989,1,4,"Stare Miasto",267996,"3. drogie"
"2921",3,100,5800,1910,2,4,"Srodmiescie",580000,"3. drogie"
"2922",3,85,5518,1935,2,5,"Srodmiescie",469030,"2. tanie"
"2923",2,58,5862,2011,2,3,"Krzyki",339996,"3. drogie"
"2924",3,56,5804,1968,4,4,"Krzyki",325024,"3. drogie"
"2925",3,55,5982,1983,3,6,"Srodmiescie",329010,"3. drogie"
"2926",2,48.2,5581,1984,3,6,"Fabryczna",269004.2,"2. tanie"
"2927",2,36,6250,1970,0,0,"Krzyki",225000,"3. drogie"
"2928",3,45,6000,1970,0,0,"Stare Miasto",270000,"3. drogie"
"2929",2,46.2,6061,1988,5,8,"Fabryczna",280018.2,"3. drogie"
"2930",4,107,5178,2010,2,3,"Krzyki",554046,"1. bardzo tanie"
"2931",3,60.53,6427,2016,7,14,"Fabryczna",389026.31,"3. drogie"
"2932",2,43.21,6526,2017,4,4,"Krzyki",281988.46,"3. drogie"
"2933",1,40,6000,2006,3,3,"Fabryczna",240000,"3. drogie"
"2934",2,49.27,4485,2016,0,0,"Fabryczna",220975.95,"1. bardzo tanie"
"2935",3,69.19,6923,2010,5,5,"Fabryczna",479002.37,"4. bardzo drogie"
"2936",2,48,6229,2011,2,4,"Fabryczna",298992,"3. drogie"
"2937",2,56.45,6377,2006,6,6,"Srodmiescie",359981.65,"3. drogie"
"2938",5,140,6857,1936,0,0,"Srodmiescie",959980,"4. bardzo drogie"
"2939",3,64,5750,1997,0,0,"Fabryczna",368000,"2. tanie"
"2940",2,47.09,6795,2017,4,6,"Stare Miasto",319976.55,"4. bardzo drogie"
"2941",2,46.53,6533,2018,2,6,"Stare Miasto",303980.49,"3. drogie"
"2942",2,44.92,6434,2018,1,6,"Stare Miasto",289015.28,"3. drogie"
"2943",2,40.05,6647,2017,0,0,"Krzyki",266212.35,"3. drogie"
"2944",3,51.09,5790,2017,0,0,"Krzyki",295811.1,"2. tanie"
"2945",2,43.69,6390,2018,4,7,"Krzyki",279179.1,"3. drogie"
"2946",3,65.33,5100,2016,1,3,"Krzyki",333183,"1. bardzo tanie"
"2947",3,53.26,4600,2016,3,3,"Krzyki",244996,"1. bardzo tanie"
"2948",2,44.36,5390,2016,1,3,"Krzyki",239100.4,"2. tanie"
"2949",4,84,5000,1985,9,10,"Krzyki",420000,"1. bardzo tanie"
"2950",3,93,7903,2009,2,3,"Krzyki",734979,"4. bardzo drogie"
"2951",2,61.34,4711,1930,2,4,"Srodmiescie",288972.74,"1. bardzo tanie"
"2952",2,67,8731,1935,1,4,"Stare Miasto",584977,"4. bardzo drogie"
"2953",2,48.54,4718,1930,2,3,"Srodmiescie",229011.72,"1. bardzo tanie"
"2954",3,86.5,6474,1880,2,4,"Stare Miasto",560001,"3. drogie"
"2955",3,98,9082,1880,3,5,"Stare Miasto",890036,"4. bardzo drogie"
"2956",2,59.1,6227,2007,6,7,"Srodmiescie",368015.7,"3. drogie"
"2957",4,100,6900,2014,1,1,"Fabryczna",690000,"4. bardzo drogie"
"2958",2,55.6,5935,2008,2,2,"Krzyki",329986,"3. drogie"
"2959",3,89,5270,2007,2,3,"Krzyki",469030,"1. bardzo tanie"
"2960",3,115.82,3790,1930,3,4,"Srodmiescie",438957.8,"1. bardzo tanie"
"2961",1,26.5,7547,1970,2,4,"Fabryczna",199995.5,"4. bardzo drogie"
"2962",4,99.9,6907,2014,1,2,"Fabryczna",690009.3,"4. bardzo drogie"
"2963",2,50.79,5493,1900,4,5,"Srodmiescie",278989.47,"2. tanie"
"2964",3,77,7000,2008,0,0,"Krzyki",539000,"4. bardzo drogie"
"2965",2,53,5321,2008,3,3,"Krzyki",282013,"2. tanie"
"2966",3,86,5686,1905,2,4,"Srodmiescie",488996,"2. tanie"
"2967",2,59,6102,2010,1,2,"Fabryczna",360018,"3. drogie"
"2968",2,45,5667,1900,2,4,"Srodmiescie",255015,"2. tanie"
"2969",2,70.5,4823,1995,5,5,"Psie Pole",340021.5,"1. bardzo tanie"
"2970",4,82.1,4568,1977,2,3,"Fabryczna",375032.8,"1. bardzo tanie"
"2971",3,56,6161,1980,1,10,"Krzyki",345016,"3. drogie"
"2972",3,75,4667,1980,2,10,"Fabryczna",350025,"1. bardzo tanie"
"2973",3,57,6667,1980,4,4,"Stare Miasto",380019,"4. bardzo drogie"
"2974",4,107,5318,2010,2,3,"Krzyki",569026,"2. tanie"
"2975",4,72,4306,1984,6,10,"Psie Pole",310032,"1. bardzo tanie"
"2976",2,83.5,4970,1910,4,5,"Stare Miasto",414995,"1. bardzo tanie"
"2977",3,54,6296,2013,2,2,"Krzyki",339984,"3. drogie"
"2978",3,48,5521,1930,1,4,"Krzyki",265008,"2. tanie"
"2979",4,83,5482,1980,3,4,"Fabryczna",455006,"2. tanie"
"2980",3,47,5638,1977,1,10,"Fabryczna",264986,"2. tanie"
"2981",2,47.7,5765,1930,1,2,"Krzyki",274990.5,"2. tanie"
"2982",2,34.74,7481,2011,1,3,"Psie Pole",259889.94,"4. bardzo drogie"
"2983",3,48,5604,1989,1,10,"Krzyki",268992,"2. tanie"
"2984",4,82,7915,2009,1,3,"Krzyki",649030,"4. bardzo drogie"
"2985",3,88.2,5317,2007,2,2,"Krzyki",468959.4,"2. tanie"
"2986",3,48,6229,1980,3,4,"Krzyki",298992,"3. drogie"
"2987",4,102.1,4407,2007,3,4,"Krzyki",449954.7,"1. bardzo tanie"
"2988",4,98.9,5460,2000,3,3,"Krzyki",539994,"2. tanie"
"2989",4,106.8,5665,2004,0,0,"Krzyki",605022,"2. tanie"
"2990",3,81,4259,1985,1,3,"Fabryczna",344979,"1. bardzo tanie"
"2991",7,109,7330,1933,0,0,"Psie Pole",798970,"4. bardzo drogie"
"2992",2,47.4,5400,2018,0,0,"Psie Pole",255960,"2. tanie"
"2993",2,35.5,5450,2018,0,0,"Psie Pole",193475,"2. tanie"
"2994",2,49.3,5200,2018,2,5,"Psie Pole",256360,"1. bardzo tanie"
"2995",3,54,5100,2018,1,5,"Psie Pole",275400,"1. bardzo tanie"
"2996",2,47.1,5100,2018,4,5,"Psie Pole",240210,"1. bardzo tanie"
"2997",2,53,5094,2007,0,0,"Fabryczna",269982,"1. bardzo tanie"
"2998",3,72,4306,1982,6,10,"Psie Pole",310032,"1. bardzo tanie"
"2999",4,70,6357,2008,2,3,"Krzyki",444990,"3. drogie"
"3000",3,69.91,7009,2007,2,3,"Krzyki",489999.19,"4. bardzo drogie"
"3001",3,79.16,5811,2016,0,0,"Krzyki",459998.76,"3. drogie"
"3002",3,86,6512,1950,1,4,"Stare Miasto",560032,"3. drogie"
"3003",3,46,6500,1977,3,10,"Fabryczna",299000,"3. drogie"
"3004",2,34.5,8261,2013,6,6,"Krzyki",285004.5,"4. bardzo drogie"
"3005",2,47.31,6320,2011,2,4,"Fabryczna",298999.2,"3. drogie"
"3006",1,31,7710,2016,0,0,"Fabryczna",239010,"4. bardzo drogie"
"3007",1,30,7833,2016,0,0,"Fabryczna",234990,"4. bardzo drogie"
"3008",1,39,10000,1960,3,4,"Stare Miasto",390000,"4. bardzo drogie"
"3009",2,36,7500,1986,3,6,"Srodmiescie",270000,"4. bardzo drogie"
"3010",2,54.69,6381,2003,1,8,"Srodmiescie",348976.89,"3. drogie"
"3011",3,83,6373,1930,2,3,"Krzyki",528959,"3. drogie"
"3012",3,65.3,5574,1925,1,1,"Srodmiescie",363982.2,"2. tanie"
"3013",4,72.3,4965,1985,4,4,"Psie Pole",358969.5,"1. bardzo tanie"
"3014",3,59.6,5537,1984,3,4,"Fabryczna",330005.2,"2. tanie"
"3015",3,89.96,6679,2017,3,4,"Krzyki",600842.84,"4. bardzo drogie"
"3016",3,46.9,6878,2017,3,4,"Krzyki",322578.2,"4. bardzo drogie"
"3017",3,110,5000,1995,5,5,"Psie Pole",550000,"1. bardzo tanie"
"3018",3,57.67,7207,2017,3,4,"Krzyki",415627.69,"4. bardzo drogie"
"3019",4,85.41,4740,2017,0,0,"Psie Pole",404843.4,"1. bardzo tanie"
"3020",4,85.41,4760,2017,0,0,"Psie Pole",406551.6,"1. bardzo tanie"
"3021",2,52,6154,1989,1,5,"Srodmiescie",320008,"3. drogie"
"3022",2,56.93,6078,1988,4,5,"Psie Pole",346020.54,"3. drogie"
"3023",2,46,8891,1901,2,4,"Stare Miasto",408986,"4. bardzo drogie"
"3024",3,96,4677,2001,3,4,"Krzyki",448992,"1. bardzo tanie"
"3025",3,67.76,4354,1930,0,0,"Krzyki",295027.04,"1. bardzo tanie"
"3026",3,76,4605,1986,2,10,"Fabryczna",349980,"1. bardzo tanie"
"3027",3,55.6,5400,2016,2,2,"Srodmiescie",300240,"2. tanie"
"3028",3,55.5,5375,2016,2,2,"Srodmiescie",298312.5,"2. tanie"
"3029",3,62.5,5475,2016,2,2,"Srodmiescie",342187.5,"2. tanie"
"3030",3,56.4,5375,2016,1,2,"Srodmiescie",303150,"2. tanie"
"3031",3,55.5,5375,2016,1,2,"Srodmiescie",298312.5,"2. tanie"
"3032",3,53.08,5500,2017,2,3,"Krzyki",291940,"2. tanie"
"3033",3,54.93,6090,2017,3,7,"Krzyki",334523.7,"3. drogie"
"3034",2,44.36,5390,2016,1,3,"Krzyki",239100.4,"2. tanie"
"3035",3,49.79,6427,2017,2,4,"Krzyki",320000.33,"3. drogie"
"3036",2,40.05,6647,2017,0,0,"Krzyki",266212.35,"3. drogie"
"3037",2,57.81,6556,2016,1,5,"Stare Miasto",379002.36,"3. drogie"
"3038",2,57.34,6435,2018,1,5,"Stare Miasto",368982.9,"3. drogie"
"3039",2,48.21,6534,2017,2,4,"Krzyki",315004.14,"3. drogie"
"3040",4,79.57,5894,2017,0,0,"Krzyki",468985.58,"3. drogie"
"3041",2,46.22,6796,2017,2,4,"Krzyki",314111.12,"4. bardzo drogie"
"3042",3,57,6404,1980,4,4,"Krzyki",365028,"3. drogie"
"3043",2,50,6680,1994,3,5,"Stare Miasto",334000,"4. bardzo drogie"
"3044",3,80.7,3086,1934,0,0,"Fabryczna",249040.2,"1. bardzo tanie"
"3045",2,39.1,6266,1970,10,10,"Stare Miasto",245000.6,"3. drogie"
"3046",2,40,5875,1989,9,10,"Stare Miasto",235000,"3. drogie"
"3047",3,64,6406,2005,2,3,"Fabryczna",409984,"3. drogie"
"3048",4,80,6988,1930,4,5,"Srodmiescie",559040,"4. bardzo drogie"
"3049",2,45,5111,1972,3,11,"Krzyki",229995,"1. bardzo tanie"
"3050",4,82.5,4424,1978,0,0,"Fabryczna",364980,"1. bardzo tanie"
"3051",4,98,4490,2002,3,3,"Fabryczna",440020,"1. bardzo tanie"
"3052",3,63.9,5477,1991,1,2,"Fabryczna",349980.3,"2. tanie"
"3053",2,45,8000,2016,5,11,"Fabryczna",360000,"4. bardzo drogie"
"3054",3,48,5313,1989,1,10,"Krzyki",255024,"2. tanie"
"3055",2,40,4625,1930,3,4,"Srodmiescie",185000,"1. bardzo tanie"
"3056",2,39.1,6394,1970,2,10,"Stare Miasto",250005.4,"3. drogie"
"3057",2,74,5122,1991,6,6,"Krzyki",379028,"1. bardzo tanie"
"3058",3,66,6288,1999,2,6,"Srodmiescie",415008,"3. drogie"
"3059",4,80,9713,1900,1,3,"Stare Miasto",777040,"4. bardzo drogie"
"3060",1,21.99,11824,2013,4,4,"Srodmiescie",260009.76,"4. bardzo drogie"
"3061",2,22.73,10559,2013,4,4,"Srodmiescie",240006.07,"4. bardzo drogie"
"3062",2,53,5377,2009,0,0,"Fabryczna",284981,"2. tanie"
"3063",2,52,5942,1905,3,4,"Krzyki",308984,"3. drogie"
"3064",1,26,8077,2016,3,3,"Krzyki",210002,"4. bardzo drogie"
"3065",4,93,9140,1930,0,0,"Krzyki",850020,"4. bardzo drogie"
"3066",2,56,6071,1986,4,4,"Srodmiescie",339976,"3. drogie"
"3067",1,25.7,6615,2016,1,3,"Krzyki",170005.5,"3. drogie"
"3068",3,68,7647,1994,1,6,"Fabryczna",519996,"4. bardzo drogie"
"3069",2,43.95,5406,2016,0,0,"Fabryczna",237593.7,"2. tanie"
"3070",2,51,4627,2017,0,0,"Fabryczna",235977,"1. bardzo tanie"
"3071",2,67,6597,1900,2,5,"Srodmiescie",441999,"3. drogie"
"3072",3,64.5,6899,2005,3,4,"Fabryczna",444985.5,"4. bardzo drogie"
"3073",2,83,5000,1910,4,5,"Stare Miasto",415000,"1. bardzo tanie"
"3074",1,26.6,7895,2008,3,3,"Krzyki",210007,"4. bardzo drogie"
"3075",2,45,5533,2007,2,2,"Psie Pole",248985,"2. tanie"
"3076",4,116.56,5276,2002,0,0,"Krzyki",614970.56,"1. bardzo tanie"
"3077",4,107.5,4093,2010,1,2,"Krzyki",439997.5,"1. bardzo tanie"
"3078",4,75,6253,2010,0,0,"Fabryczna",468975,"3. drogie"
"3079",2,53,5830,1906,2,4,"Krzyki",308990,"3. drogie"
"3080",1,26,12346,2018,4,5,"Stare Miasto",320996,"4. bardzo drogie"
"3081",2,47.5,5895,2008,1,3,"Fabryczna",280012.5,"3. drogie"
"3082",3,67.88,6187,2008,2,2,"Krzyki",419973.56,"3. drogie"
"3083",2,48,5604,2002,2,2,"Psie Pole",268992,"2. tanie"
"3084",2,53,5094,2009,0,0,"Fabryczna",269982,"1. bardzo tanie"
"3085",3,48,6229,1980,4,4,"Srodmiescie",298992,"3. drogie"
"3086",3,82.24,4122,1930,3,3,"Srodmiescie",338993.28,"1. bardzo tanie"
"3087",3,82.24,4122,1930,3,3,"Psie Pole",338993.28,"1. bardzo tanie"
"3088",4,81.8,4428,2016,2,2,"Fabryczna",362210.4,"1. bardzo tanie"
"3089",3,68.78,5723,2016,2,6,"Psie Pole",393627.94,"2. tanie"
"3090",3,57.75,5939,2016,2,6,"Psie Pole",342977.25,"3. drogie"
"3091",3,57.86,5600,2016,2,6,"Psie Pole",324016,"2. tanie"
"3092",4,87.5,5300,2017,4,6,"Psie Pole",463750,"2. tanie"
"3093",4,101.4,4999,2016,5,6,"Psie Pole",506898.6,"1. bardzo tanie"
"3094",2,53,5377,2009,1,4,"Fabryczna",284981,"2. tanie"
"3095",3,68.46,5500,2016,1,6,"Psie Pole",376530,"2. tanie"
"3096",4,78.08,5300,2016,1,6,"Psie Pole",413824,"2. tanie"
"3097",2,54,9259,2008,5,6,"Stare Miasto",499986,"4. bardzo drogie"
"3098",3,67.4,7000,1880,4,4,"Krzyki",471800,"4. bardzo drogie"
"3099",4,106.8,5805,2005,0,0,"Krzyki",619974,"3. drogie"
"3100",2,50,5380,1945,1,3,"Fabryczna",269000,"2. tanie"
"3101",3,66,5076,1976,10,10,"Krzyki",335016,"1. bardzo tanie"
"3102",2,49,8980,1920,2,4,"Stare Miasto",440020,"4. bardzo drogie"
"3103",1,32,6781,2008,6,12,"Fabryczna",216992,"4. bardzo drogie"
"3104",3,112.48,6046,2004,0,0,"Krzyki",680054.08,"3. drogie"
"3105",4,58.96,5900,2017,3,5,"Psie Pole",347864,"3. drogie"
"3106",3,60,5483,1950,1,2,"Krzyki",328980,"2. tanie"
"3107",3,75,10800,2015,8,8,"Srodmiescie",810000,"4. bardzo drogie"
"3108",3,62.55,4956,1960,1,1,"Krzyki",309997.8,"1. bardzo tanie"
"3109",3,51.4,5465,2016,0,0,"Krzyki",280901,"2. tanie"
"3110",3,52.2,5465,2016,0,0,"Krzyki",285273,"2. tanie"
"3111",3,61.1,5465,2016,0,0,"Krzyki",333911.5,"2. tanie"
"3112",2,39,6923,1970,10,10,"Stare Miasto",269997,"4. bardzo drogie"
"3113",2,49,6122,1970,4,4,"Fabryczna",299978,"3. drogie"
"3114",5,128,5070,1890,3,4,"Srodmiescie",648960,"1. bardzo tanie"
"3115",2,48,7604,1930,3,3,"Srodmiescie",364992,"4. bardzo drogie"
"3116",3,79,3987,1980,0,0,"Fabryczna",314973,"1. bardzo tanie"
"3117",4,80.5,8447,2008,1,3,"Krzyki",679983.5,"4. bardzo drogie"
"3118",3,63.4,4968,1983,0,0,"Fabryczna",314971.2,"1. bardzo tanie"
"3119",2,44.75,5788,1957,3,4,"Srodmiescie",259013,"2. tanie"
"3120",3,64,5734,2000,1,1,"Krzyki",366976,"2. tanie"
"3121",4,71,5423,1980,1,4,"Fabryczna",385033,"2. tanie"
"3122",5,112.87,4687,2013,1,2,"Krzyki",529021.69,"1. bardzo tanie"
"3123",3,64,6016,1991,3,7,"Fabryczna",385024,"3. drogie"
"3124",3,51.2,6348,1970,2,4,"Stare Miasto",325017.6,"3. drogie"
"3125",3,74,5878,2005,3,4,"Krzyki",434972,"3. drogie"
"3126",4,74,6284,2009,0,0,"Fabryczna",465016,"3. drogie"
"3127",2,45.97,7614,2006,1,4,"Krzyki",350015.58,"4. bardzo drogie"
"3128",3,56,7500,1994,4,5,"Srodmiescie",420000,"4. bardzo drogie"
"3129",3,92,5424,2006,2,5,"Krzyki",499008,"2. tanie"
"3130",1,27,7778,2011,3,3,"Krzyki",210006,"4. bardzo drogie"
"3131",2,54.5,5963,2009,4,5,"Fabryczna",324983.5,"3. drogie"
"3132",4,125,7120,1995,2,3,"Krzyki",890000,"4. bardzo drogie"
"3133",2,55.31,5532,2003,1,4,"Fabryczna",305974.92,"2. tanie"
"3134",4,92.84,5278,1997,2,4,"Krzyki",490009.52,"1. bardzo tanie"
"3135",3,110,5273,1930,2,4,"Srodmiescie",580030,"1. bardzo tanie"
"3136",2,37.5,6640,1975,6,10,"Krzyki",249000,"3. drogie"
"3137",3,67,6597,1900,2,5,"Stare Miasto",441999,"3. drogie"
"3138",3,58.63,6464,2016,2,14,"Fabryczna",378984.32,"3. drogie"
"3139",3,69.53,8557,2011,2,7,"Krzyki",594968.21,"4. bardzo drogie"
"3140",5,127.5,5176,1905,3,5,"Srodmiescie",659940,"1. bardzo tanie"
"3141",4,83.6,14354,2012,2,4,"Stare Miasto",1199994.4,"4. bardzo drogie"
"3142",4,63,6587,2011,3,3,"Fabryczna",414981,"3. drogie"
"3143",4,63,6587,2011,3,3,"Fabryczna",414981,"3. drogie"
"3144",3,76,5855,1993,1,4,"Fabryczna",444980,"3. drogie"
"3145",3,65.96,6246,2014,2,4,"Krzyki",411986.16,"3. drogie"
"3146",2,48,6667,2012,2,3,"Krzyki",320016,"4. bardzo drogie"
"3147",2,48,6667,2012,2,3,"Krzyki",320016,"4. bardzo drogie"
"3148",2,72,4306,1989,0,0,"Fabryczna",310032,"1. bardzo tanie"
"3149",2,49,5510,1932,3,4,"Srodmiescie",269990,"2. tanie"
"3150",3,50.83,5686,1930,3,4,"Fabryczna",289019.38,"2. tanie"
"3151",3,87,5471,1935,3,4,"Srodmiescie",475977,"2. tanie"
"3152",3,56,5946,2009,0,0,"Fabryczna",332976,"3. drogie"
"3153",2,70,11286,2010,8,8,"Stare Miasto",790020,"4. bardzo drogie"
"3154",1,26,6538,1989,1,10,"Krzyki",169988,"3. drogie"
"3155",2,35,6286,1989,8,10,"Krzyki",220010,"3. drogie"
"3156",3,65.7,5190,2016,0,0,"Krzyki",340983,"1. bardzo tanie"
"3157",3,67.7,5198,2016,1,2,"Krzyki",351904.6,"1. bardzo tanie"
"3158",3,57.5,5624,2016,1,3,"Krzyki",323380,"2. tanie"
"3159",3,101,4931,1920,0,0,"Krzyki",498031,"1. bardzo tanie"
"3160",1,40.72,5108,1930,0,0,"Srodmiescie",207997.76,"1. bardzo tanie"
"3161",3,57,5246,1989,5,10,"Psie Pole",299022,"1. bardzo tanie"
"3162",2,35,6286,1989,8,10,"Krzyki",220010,"3. drogie"
"3163",3,81,6543,1936,2,3,"Krzyki",529983,"3. drogie"
"3164",3,58.4,5137,1992,1,4,"Krzyki",300000.8,"1. bardzo tanie"
"3165",2,34.5,6377,1977,8,11,"Fabryczna",220006.5,"3. drogie"
"3166",6,80.81,6163,1970,8,10,"Srodmiescie",498032.03,"3. drogie"
"3167",3,62,7081,1936,0,0,"Fabryczna",439022,"4. bardzo drogie"
"3168",2,54.37,6621,2011,2,3,"Fabryczna",359983.77,"3. drogie"
"3169",3,64.5,6589,2013,4,6,"Srodmiescie",424990.5,"3. drogie"
"3170",2,47,8085,2014,2,4,"Psie Pole",379995,"4. bardzo drogie"
"3171",1,28.88,5750,2018,2,3,"Krzyki",166060,"2. tanie"
"3172",2,38.01,6735,2016,7,13,"Krzyki",255997.35,"4. bardzo drogie"
"3173",3,100,5800,1910,1,4,"Srodmiescie",580000,"3. drogie"
"3174",4,126,5476,1910,2,4,"Krzyki",689976,"2. tanie"
"3175",4,92,6196,2001,2,3,"Psie Pole",570032,"3. drogie"
"3176",2,54.83,6183,2007,2,3,"Krzyki",339013.89,"3. drogie"
"3177",3,48,6229,1989,4,4,"Srodmiescie",298992,"3. drogie"
"3178",3,56,4779,2016,0,0,"Fabryczna",267624,"1. bardzo tanie"
"3179",2,55.1,6080,2005,1,3,"Krzyki",335008,"3. drogie"
"3180",2,50,6780,2000,3,4,"Krzyki",339000,"4. bardzo drogie"
"3181",3,76,4605,1986,2,10,"Fabryczna",349980,"1. bardzo tanie"
"3182",2,44,6364,1927,0,0,"Srodmiescie",280016,"3. drogie"
"3183",4,83.62,14351,2012,2,3,"Srodmiescie",1200030.62,"4. bardzo drogie"
"3184",4,61.5,6098,1980,5,10,"Krzyki",375027,"3. drogie"
"3185",4,107,5879,2005,0,0,"Krzyki",629053,"3. drogie"
"3186",2,46,4239,1930,2,4,"Srodmiescie",194994,"1. bardzo tanie"
"3187",3,57,5754,1970,6,10,"Fabryczna",327978,"2. tanie"
"3188",2,35,6714,1967,10,11,"Stare Miasto",234990,"4. bardzo drogie"
"3189",3,49.81,5500,2016,0,0,"Krzyki",273955,"2. tanie"
"3190",2,48,4777,2016,0,0,"Fabryczna",229296,"1. bardzo tanie"
"3191",3,54,5000,1980,2,4,"Psie Pole",270000,"1. bardzo tanie"
"3192",7,160,7500,1934,1,2,"Srodmiescie",1200000,"4. bardzo drogie"
"3193",3,49,6102,1978,4,11,"Fabryczna",298998,"3. drogie"
"3194",3,76,5250,1935,2,5,"Stare Miasto",399000,"1. bardzo tanie"
"3195",3,61.3,5530,1986,2,10,"Fabryczna",338989,"2. tanie"
"3196",3,72.4,5511,1992,3,5,"Krzyki",398996.4,"2. tanie"
"3197",1,34,5559,1950,0,0,"Srodmiescie",189006,"2. tanie"
"3198",2,42,6524,2006,3,3,"Fabryczna",274008,"3. drogie"
