"","n_pokoj","metraz","cena_m2","rok","pietro","pietro_maks","dzielnica","cena","kat_cenowa"
"5085",4,75,4867,1993,2,5,"Fabryczna",365025,"1. bardzo tanie"
"5086",2,40,5475,1989,6,9,"Stare Miasto",219000,"2. tanie"
"5087",3,60,5833,1980,5,10,"Fabryczna",349980,"3. drogie"
"5088",3,59.29,6072,1911,1,5,"Srodmiescie",360008.88,"3. drogie"
"5089",2,49.66,6343,2016,0,0,"Krzyki",314993.38,"3. drogie"
"5090",2,47.22,5591,2016,1,3,"Krzyki",264007.02,"2. tanie"
"5091",4,68.48,6206,2016,1,3,"Krzyki",424986.88,"3. drogie"
"5092",3,54.3,4880,1989,7,9,"Fabryczna",264984,"1. bardzo tanie"
"5093",3,70,5929,1930,2,2,"Fabryczna",415030,"3. drogie"
"5094",3,70,6429,1930,0,0,"Srodmiescie",450030,"3. drogie"
"5095",2,49,6937,2012,0,0,"Psie Pole",339913,"4. bardzo drogie"
"5096",3,65,5385,1989,4,4,"Krzyki",350025,"2. tanie"
"5097",4,71,5070,1970,6,7,"Fabryczna",359970,"1. bardzo tanie"
"5098",3,64,5609,1992,1,4,"Krzyki",358976,"2. tanie"
"5099",2,44,5886,2000,2,4,"Fabryczna",258984,"3. drogie"
"5100",2,48,5063,1980,7,8,"Fabryczna",243024,"1. bardzo tanie"
"5101",3,65,5523,1992,1,5,"Krzyki",358995,"2. tanie"
"5102",3,72,5208,1939,0,0,"Fabryczna",374976,"1. bardzo tanie"
"5103",3,53.1,5100,2016,2,3,"Fabryczna",270810,"1. bardzo tanie"
"5104",3,79.27,4692,1930,2,4,"Srodmiescie",371934.84,"1. bardzo tanie"
"5105",4,140,11393,2008,2,4,"Krzyki",1595020,"4. bardzo drogie"
"5106",3,51.1,5597,2016,0,0,"Srodmiescie",286006.7,"2. tanie"
"5107",2,48.7,5565,2016,1,3,"Srodmiescie",271015.5,"2. tanie"
"5108",3,54.6,5842,2016,3,3,"Srodmiescie",318973.2,"3. drogie"
"5109",2,45.7,5663,2016,0,0,"Srodmiescie",258799.1,"2. tanie"
"5110",3,58.9,5654,2016,2,3,"Srodmiescie",333020.6,"2. tanie"
"5111",3,58.9,5654,2016,3,3,"Srodmiescie",333020.6,"2. tanie"
"5112",3,50.7,5641,2016,0,0,"Srodmiescie",285998.7,"2. tanie"
"5113",3,64.03,6185,2015,3,4,"Krzyki",396025.55,"3. drogie"
"5114",2,50,5460,1989,3,6,"Fabryczna",273000,"2. tanie"
"5115",3,70.44,5380,1903,2,5,"Srodmiescie",378967.2,"2. tanie"
"5116",2,64.5,8062,1920,1,4,"Srodmiescie",519999,"4. bardzo drogie"
"5117",3,106,7358,2012,0,0,"Krzyki",779948,"4. bardzo drogie"
"5118",3,66.76,6007,2016,0,0,"Krzyki",401027.32,"3. drogie"
"5119",3,75.6,5278,1900,2,4,"Krzyki",399016.8,"1. bardzo tanie"
"5120",3,65.4,4289,1991,3,3,"Psie Pole",280500.6,"1. bardzo tanie"
"5121",2,56,5500,2013,2,7,"Krzyki",308000,"2. tanie"
"5122",2,65,4538,1901,2,2,"Psie Pole",294970,"1. bardzo tanie"
"5123",4,67.9,6465,2016,2,3,"Krzyki",438973.5,"3. drogie"
"5124",4,76,4461,1979,2,10,"Fabryczna",339036,"1. bardzo tanie"
"5125",4,85.44,4155,2015,2,4,"Fabryczna",355003.2,"1. bardzo tanie"
"5126",3,58.62,6261,2016,1,3,"Krzyki",367019.82,"3. drogie"
"5127",3,58.16,5863,2016,2,3,"Krzyki",340992.08,"3. drogie"
"5128",3,48,5188,1989,0,0,"Stare Miasto",249024,"1. bardzo tanie"
"5129",3,69,5725,2010,1,6,"Psie Pole",395025,"2. tanie"
"5130",4,69,5072,2004,0,0,"Psie Pole",349968,"1. bardzo tanie"
"5131",3,68,4338,1930,0,0,"Krzyki",294984,"1. bardzo tanie"
"5132",2,40.3,6650,1950,2,4,"Stare Miasto",267995,"4. bardzo drogie"
"5133",2,46,5848,1945,3,4,"Srodmiescie",269008,"3. drogie"
"5134",3,68,5147,1995,0,0,"Fabryczna",349996,"1. bardzo tanie"
"5135",3,62,7242,2008,3,6,"Srodmiescie",449004,"4. bardzo drogie"
"5136",3,70,6271,1939,1,1,"Krzyki",438970,"3. drogie"
"5137",2,58,5690,2000,1,2,"Psie Pole",330020,"2. tanie"
"5138",3,100,5800,1910,1,3,"Srodmiescie",580000,"3. drogie"
"5139",3,53,6038,1904,3,4,"Srodmiescie",320014,"3. drogie"
"5140",5,126,5548,1998,3,4,"Krzyki",699048,"2. tanie"
"5141",2,48,6042,1970,4,4,"Srodmiescie",290016,"3. drogie"
"5142",2,50,5360,2004,4,5,"Krzyki",268000,"2. tanie"
"5143",3,65,10000,2014,0,0,"Krzyki",650000,"4. bardzo drogie"
"5144",1,43.87,9095,1920,1,1,"Srodmiescie",398997.65,"4. bardzo drogie"
"5145",2,54.75,5279,1960,0,0,"Krzyki",289025.25,"1. bardzo tanie"
"5146",4,84.4,6600,2017,0,0,"Krzyki",557040,"3. drogie"
"5147",2,38.8,6100,2017,0,0,"Krzyki",236680,"3. drogie"
"5148",2,50.1,6200,2017,2,4,"Krzyki",310620,"3. drogie"
"5149",3,53.8,5900,2017,1,4,"Krzyki",317420,"3. drogie"
"5150",3,62.6,6000,2017,0,0,"Krzyki",375600,"3. drogie"
"5151",4,80.6,6100,2017,1,4,"Krzyki",491660,"3. drogie"
"5152",1,34.66,6520,2016,0,0,"Krzyki",225983.2,"3. drogie"
"5153",2,37.5,6640,2009,1,4,"Fabryczna",249000,"3. drogie"
"5154",2,46.3,6075,2016,2,4,"Krzyki",281272.5,"3. drogie"
"5155",3,50.3,6075,2016,0,0,"Krzyki",305572.5,"3. drogie"
"5156",2,45.3,6075,2016,4,4,"Krzyki",275197.5,"3. drogie"
"5157",3,65.6,7075,2015,2,4,"Krzyki",464120,"4. bardzo drogie"
"5158",2,52.85,6149,2009,2,2,"Krzyki",324974.65,"3. drogie"
"5159",2,32.7,7431,1973,4,10,"Krzyki",242993.7,"4. bardzo drogie"
"5160",3,50.83,5017,1950,3,4,"Fabryczna",255014.11,"1. bardzo tanie"
"5161",3,80,5375,2009,2,4,"Krzyki",430000,"2. tanie"
"5162",5,143,3800,2009,3,4,"Krzyki",543400,"1. bardzo tanie"
"5163",2,47,5085,1995,3,6,"Srodmiescie",238995,"1. bardzo tanie"
"5164",2,51,5451,2005,7,8,"Psie Pole",278001,"2. tanie"
"5165",2,83,2988,1930,3,4,"Srodmiescie",248004,"1. bardzo tanie"
"5166",5,157,12420,1910,3,3,"Srodmiescie",1949940,"4. bardzo drogie"
"5167",4,93,6989,1930,2,2,"Srodmiescie",649977,"4. bardzo drogie"
"5168",2,47.1,5499,1980,5,11,"Fabryczna",259002.9,"2. tanie"
"5169",4,92,5326,2001,4,4,"Fabryczna",489992,"2. tanie"
"5170",3,48,5000,1988,3,10,"Krzyki",240000,"1. bardzo tanie"
"5171",3,77.35,4072,2006,2,2,"Fabryczna",314969.2,"1. bardzo tanie"
"5172",4,85,4224,2000,3,3,"Psie Pole",359040,"1. bardzo tanie"
"5173",4,89,4775,1993,2,5,"Stare Miasto",424975,"1. bardzo tanie"
"5174",4,77,5831,1989,6,6,"Krzyki",448987,"3. drogie"
"5175",2,42,7095,1960,1,5,"Stare Miasto",297990,"4. bardzo drogie"
"5176",5,86.9,5397,2002,3,3,"Krzyki",468999.3,"2. tanie"
"5177",4,109,4954,1995,3,3,"Krzyki",539986,"1. bardzo tanie"
"5178",2,67,4313,1950,3,4,"Krzyki",288971,"1. bardzo tanie"
"5179",2,50,6200,2002,2,3,"Fabryczna",310000,"3. drogie"
"5180",1,38,5868,1923,0,0,"Krzyki",222984,"3. drogie"
"5181",2,52,4692,1930,3,4,"Fabryczna",243984,"1. bardzo tanie"
"5182",3,76,5395,1930,2,4,"Krzyki",410020,"2. tanie"
"5183",3,107,3729,1920,2,3,"Srodmiescie",399003,"1. bardzo tanie"
"5184",4,77.8,5640,2016,2,4,"Srodmiescie",438792,"2. tanie"
"5185",4,79.2,5800,2016,3,6,"Srodmiescie",459360,"3. drogie"
"5186",3,59.1,5700,2016,3,6,"Srodmiescie",336870,"2. tanie"
"5187",3,60.7,5500,2016,1,6,"Srodmiescie",333850,"2. tanie"
"5188",2,44.5,5800,2016,0,0,"Srodmiescie",258100,"3. drogie"
"5189",3,60,4833,1960,2,3,"Fabryczna",289980,"1. bardzo tanie"
"5190",3,82,4254,1985,9,10,"Fabryczna",348828,"1. bardzo tanie"
"5191",2,46.2,5628,1988,1,4,"Krzyki",260013.6,"2. tanie"
"5192",3,98.34,3244,1930,4,5,"Srodmiescie",319014.96,"1. bardzo tanie"
"5193",2,53.56,4649,1920,4,5,"Srodmiescie",249000.44,"1. bardzo tanie"
"5194",2,51.4,4864,1965,4,5,"Srodmiescie",250009.6,"1. bardzo tanie"
"5195",2,48,5208,1965,2,4,"Srodmiescie",249984,"1. bardzo tanie"
"5196",2,47,5745,1970,4,4,"Krzyki",270015,"2. tanie"
"5197",4,77,5130,1970,0,0,"Srodmiescie",395010,"1. bardzo tanie"
"5198",3,63.5,5890,1939,0,0,"Fabryczna",374015,"3. drogie"
"5199",2,35,6343,1950,2,4,"Srodmiescie",222005,"3. drogie"
"5200",1,25,7880,1930,0,0,"Krzyki",197000,"4. bardzo drogie"
"5201",2,51,4902,1965,3,3,"Krzyki",250002,"1. bardzo tanie"
"5202",3,56,4911,1970,0,0,"Krzyki",275016,"1. bardzo tanie"
"5203",2,75,4387,1930,1,4,"Srodmiescie",329025,"1. bardzo tanie"
"5204",3,70,4986,1907,2,5,"Srodmiescie",349020,"1. bardzo tanie"
"5205",2,44,6364,1930,0,0,"Srodmiescie",280016,"3. drogie"
"5206",2,62,5468,1960,5,5,"Stare Miasto",339016,"2. tanie"
"5207",2,46.2,5628,1970,1,4,"Krzyki",260013.6,"2. tanie"
"5208",3,95,4158,1920,1,4,"Srodmiescie",395010,"1. bardzo tanie"
"5209",2,60,7500,2010,1,4,"Fabryczna",450000,"4. bardzo drogie"
"5210",2,52.58,4945,2007,3,4,"Krzyki",260008.1,"1. bardzo tanie"
"5211",2,42,5929,1970,5,10,"Krzyki",249018,"3. drogie"
"5212",3,48,6042,1970,8,15,"Srodmiescie",290016,"3. drogie"
"5213",2,52,5288,1961,3,4,"Krzyki",274976,"1. bardzo tanie"
"5214",2,46,5848,1930,1,4,"Stare Miasto",269008,"3. drogie"
"5215",3,75,5053,1990,5,6,"Srodmiescie",378975,"1. bardzo tanie"
"5216",3,81.62,3921,1930,1,4,"Srodmiescie",320032.02,"1. bardzo tanie"
"5217",3,54,4907,1970,3,4,"Psie Pole",264978,"1. bardzo tanie"
"5218",2,50,5800,2004,1,7,"Srodmiescie",290000,"3. drogie"
"5219",3,68,5426,1990,5,5,"Srodmiescie",368968,"2. tanie"
"5220",2,37,6351,1970,6,10,"Stare Miasto",234987,"3. drogie"
"5221",2,44,5068,1930,3,4,"Srodmiescie",222992,"1. bardzo tanie"
"5222",2,45,3889,1930,4,5,"Srodmiescie",175005,"1. bardzo tanie"
"5223",1,38,5237,1930,4,4,"Krzyki",199006,"1. bardzo tanie"
"5224",2,53,5264,1970,3,4,"Fabryczna",278992,"1. bardzo tanie"
"5225",4,89,3820,1930,4,5,"Srodmiescie",339980,"1. bardzo tanie"
"5226",3,98,3776,1930,3,4,"Srodmiescie",370048,"1. bardzo tanie"
"5227",2,42,4976,1930,3,4,"Srodmiescie",208992,"1. bardzo tanie"
"5228",2,41,5854,1970,9,10,"Krzyki",240014,"3. drogie"
"5229",2,39.1,6624,1970,4,10,"Stare Miasto",258998.4,"3. drogie"
"5230",3,67,4776,1930,3,4,"Srodmiescie",319992,"1. bardzo tanie"
"5231",2,44.23,5630,1933,2,4,"Fabryczna",249014.9,"2. tanie"
"5232",2,37.66,6585,1960,7,7,"Stare Miasto",247991.1,"3. drogie"
"5233",2,52,7981,1900,3,4,"Stare Miasto",415012,"4. bardzo drogie"
"5234",2,34,4471,1930,0,0,"Krzyki",152014,"1. bardzo tanie"
"5235",2,32,8219,1970,1,4,"Stare Miasto",263008,"4. bardzo drogie"
"5236",2,52,7269,2006,4,6,"Krzyki",377988,"4. bardzo drogie"
"5237",2,45,5222,1930,4,5,"Srodmiescie",234990,"1. bardzo tanie"
"5238",2,39,6128,1991,4,6,"Srodmiescie",238992,"3. drogie"
"5239",3,64,5000,1974,3,10,"Krzyki",320000,"1. bardzo tanie"
"5240",2,45,5333,1950,0,0,"Fabryczna",239985,"2. tanie"
"5241",2,42.8,6850,2017,4,4,"Krzyki",293180,"4. bardzo drogie"
"5242",3,52.32,6200,2017,0,0,"Krzyki",324384,"3. drogie"
"5243",2,43.2,6250,2003,1,2,"Fabryczna",270000,"3. drogie"
"5244",3,48,5729,1970,0,0,"Srodmiescie",274992,"2. tanie"
"5245",3,65,5231,1930,2,4,"Krzyki",340015,"1. bardzo tanie"
"5246",2,38,5787,1970,4,4,"Fabryczna",219906,"2. tanie"
"5247",4,67,4910,1930,0,0,"Srodmiescie",328970,"1. bardzo tanie"
"5248",2,37,6351,1970,1,10,"Stare Miasto",234987,"3. drogie"
"5249",3,68,4706,1950,1,4,"Srodmiescie",320008,"1. bardzo tanie"
"5250",1,35,5571,1930,2,4,"Srodmiescie",194985,"2. tanie"
"5251",2,52,4981,1970,7,10,"Krzyki",259012,"1. bardzo tanie"
"5252",3,100,3500,1928,1,4,"Srodmiescie",350000,"1. bardzo tanie"
"5253",2,45,5778,1965,2,4,"Stare Miasto",260010,"2. tanie"
"5254",2,53.7,4451,1930,2,4,"Srodmiescie",239018.7,"1. bardzo tanie"
"5255",2,82,3293,1930,4,5,"Krzyki",270026,"1. bardzo tanie"
"5256",1,27,6630,1965,0,0,"Stare Miasto",179010,"3. drogie"
"5257",5,160,6125,1935,1,1,"Krzyki",980000,"3. drogie"
"5258",3,103,4466,1930,4,4,"Srodmiescie",459998,"1. bardzo tanie"
"5259",3,55,5182,1970,4,4,"Krzyki",285010,"1. bardzo tanie"
"5260",1,40,5875,1960,3,4,"Srodmiescie",235000,"3. drogie"
"5261",2,56,4554,2000,4,5,"Krzyki",255024,"1. bardzo tanie"
"5262",2,47,3830,1907,0,0,"Srodmiescie",180010,"1. bardzo tanie"
"5263",2,50,5980,1991,5,6,"Srodmiescie",299000,"3. drogie"
"5264",2,49,5490,1965,2,4,"Srodmiescie",269010,"2. tanie"
"5265",3,48,5563,1930,0,0,"Fabryczna",267024,"2. tanie"
"5266",3,64,4203,1904,4,5,"Fabryczna",268992,"1. bardzo tanie"
"5267",3,58,4397,1920,4,4,"Srodmiescie",255026,"1. bardzo tanie"
"5268",2,34,5882,1930,1,2,"Krzyki",199988,"3. drogie"
"5269",2,53,4811,1980,3,4,"Fabryczna",254983,"1. bardzo tanie"
"5270",2,36,6250,1996,5,5,"Srodmiescie",225000,"3. drogie"
"5271",5,80,4613,1980,1,10,"Srodmiescie",369040,"1. bardzo tanie"
"5272",2,45,5533,1910,3,4,"Srodmiescie",248985,"2. tanie"
"5273",2,57,5000,1910,4,5,"Stare Miasto",285000,"1. bardzo tanie"
"5274",2,34,6735,1967,4,4,"Krzyki",228990,"4. bardzo drogie"
"5275",2,60,4167,1950,3,4,"Fabryczna",250020,"1. bardzo tanie"
"5276",4,94.4,3178,1928,2,4,"Srodmiescie",300003.2,"1. bardzo tanie"
"5277",3,71,4915,1986,6,6,"Srodmiescie",348965,"1. bardzo tanie"
"5278",3,61,4918,1970,3,4,"Psie Pole",299998,"1. bardzo tanie"
"5279",2,53,4321,1930,1,4,"Srodmiescie",229013,"1. bardzo tanie"
"5280",3,62,5000,1990,2,10,"Fabryczna",310000,"1. bardzo tanie"
"5281",3,63.5,4724,1990,1,4,"Fabryczna",299974,"1. bardzo tanie"
"5282",2,48,5188,1965,5,5,"Stare Miasto",249024,"1. bardzo tanie"
"5283",2,45,6222,2007,3,4,"Psie Pole",279990,"3. drogie"
"5284",3,75,3853,1930,0,0,"Srodmiescie",288975,"1. bardzo tanie"
"5285",2,43.22,4975,1920,0,0,"Srodmiescie",215019.5,"1. bardzo tanie"
"5286",2,43,6500,2010,3,3,"Krzyki",279500,"3. drogie"
"5287",2,38,6026,1970,9,10,"Stare Miasto",228988,"3. drogie"
"5288",2,38.3,6214,1970,1,10,"Krzyki",237996.2,"3. drogie"
"5289",3,70,4986,1991,1,10,"Krzyki",349020,"1. bardzo tanie"
"5290",3,55.67,4581,1960,0,0,"Fabryczna",255024.27,"1. bardzo tanie"
"5291",3,67.81,3790,1930,4,5,"Srodmiescie",256999.9,"1. bardzo tanie"
"5292",3,71.54,4192,1930,3,4,"Srodmiescie",299895.68,"1. bardzo tanie"
"5293",2,50,4980,1982,3,8,"Fabryczna",249000,"1. bardzo tanie"
"5294",2,35,5571,1970,5,10,"Fabryczna",194985,"2. tanie"
"5295",2,80,4125,1930,4,4,"Srodmiescie",330000,"1. bardzo tanie"
"5296",2,46,6152,1993,5,6,"Srodmiescie",282992,"3. drogie"
"5297",3,59,5424,1997,0,0,"Krzyki",320016,"2. tanie"
"5298",3,70,4786,1950,1,4,"Fabryczna",335020,"1. bardzo tanie"
"5299",2,48,10104,2009,3,4,"Krzyki",484992,"4. bardzo drogie"
"5300",3,80,4738,2001,0,0,"Krzyki",379040,"1. bardzo tanie"
"5301",3,80,4500,1950,2,4,"Krzyki",360000,"1. bardzo tanie"
"5302",3,76,4474,1988,4,4,"Srodmiescie",340024,"1. bardzo tanie"
"5303",2,50,4980,2000,2,4,"Fabryczna",249000,"1. bardzo tanie"
"5304",4,130,3000,1930,4,4,"Srodmiescie",390000,"1. bardzo tanie"
"5305",3,61,4754,1987,5,6,"Srodmiescie",289994,"1. bardzo tanie"
"5306",3,62,4355,1930,5,5,"Srodmiescie",270010,"1. bardzo tanie"
"5307",3,68,4338,1950,0,0,"Krzyki",294984,"1. bardzo tanie"
"5308",2,60,4500,1930,1,4,"Srodmiescie",270000,"1. bardzo tanie"
"5309",2,50,4980,1930,3,4,"Srodmiescie",249000,"1. bardzo tanie"
"5310",3,81,3938,1920,4,4,"Srodmiescie",318978,"1. bardzo tanie"
"5311",1,39,4872,1930,0,0,"Krzyki",190008,"1. bardzo tanie"
"5312",2,55,4509,1960,2,3,"Fabryczna",247995,"1. bardzo tanie"
"5313",2,56.6,3516,1930,4,5,"Srodmiescie",199005.6,"1. bardzo tanie"
"5314",1,38,5789,1965,3,4,"Stare Miasto",219982,"2. tanie"
"5315",3,47.2,6356,1970,6,9,"Srodmiescie",300003.2,"3. drogie"
"5316",3,51,5000,1988,2,4,"Stare Miasto",255000,"1. bardzo tanie"
"5317",1,35,5571,1950,0,0,"Stare Miasto",194985,"2. tanie"
"5318",2,35,5857,1965,4,5,"Stare Miasto",204995,"3. drogie"
"5319",2,34,5441,1970,8,10,"Fabryczna",184994,"2. tanie"
"5320",1,17.89,8329,1930,0,0,"Srodmiescie",149005.81,"4. bardzo drogie"
"5321",3,55,4891,1930,3,4,"Srodmiescie",269005,"1. bardzo tanie"
"5322",2,66,4242,1950,3,3,"Krzyki",279972,"1. bardzo tanie"
"5323",2,68,6912,2009,1,3,"Krzyki",470016,"4. bardzo drogie"
"5324",3,62.8,6035,2000,0,0,"Fabryczna",378998,"3. drogie"
"5325",3,58.9,6197,1950,4,4,"Stare Miasto",365003.3,"3. drogie"
"5326",2,39,6385,1970,4,4,"Krzyki",249015,"3. drogie"
"5327",1,32,4844,1930,4,5,"Srodmiescie",155008,"1. bardzo tanie"
"5328",3,85,4471,1930,1,4,"Stare Miasto",380035,"1. bardzo tanie"
"5329",2,62,5323,2001,6,6,"Srodmiescie",330026,"2. tanie"
"5330",2,30,5300,1930,0,0,"Krzyki",159000,"2. tanie"
"5331",2,40,5975,1970,5,10,"Stare Miasto",239000,"3. drogie"
"5332",2,46,5196,1910,4,5,"Srodmiescie",239016,"1. bardzo tanie"
"5333",3,50,4800,1970,3,10,"Fabryczna",240000,"1. bardzo tanie"
"5334",2,45,6442,2006,0,0,"Psie Pole",289890,"3. drogie"
"5335",1,48,5188,1904,2,4,"Psie Pole",249024,"1. bardzo tanie"
"5336",3,116,3707,1900,3,4,"Srodmiescie",430012,"1. bardzo tanie"
"5337",2,31,5323,1930,1,2,"Fabryczna",165013,"2. tanie"
"5338",3,50,5260,1988,3,4,"Srodmiescie",263000,"1. bardzo tanie"
"5339",3,82,4000,1975,2,3,"Fabryczna",328000,"1. bardzo tanie"
"5340",2,37.6,6117,1970,4,10,"Stare Miasto",229999.2,"3. drogie"
"5341",2,49.3,5051,1986,6,8,"Fabryczna",249014.3,"1. bardzo tanie"
"5342",3,54.35,6440,1970,3,4,"Krzyki",350014,"3. drogie"
"5343",2,52,4692,1910,3,4,"Fabryczna",243984,"1. bardzo tanie"
"5344",2,51,4314,1920,4,5,"Srodmiescie",220014,"1. bardzo tanie"
"5345",2,42,6190,2011,3,4,"Fabryczna",259980,"3. drogie"
"5346",3,68,5441,1961,1,4,"Srodmiescie",369988,"2. tanie"
"5347",2,53,7528,2008,2,5,"Srodmiescie",398984,"4. bardzo drogie"
"5348",3,47,5213,1970,6,11,"Fabryczna",245011,"1. bardzo tanie"
"5349",2,48,5542,1955,3,4,"Srodmiescie",266016,"2. tanie"
"5350",2,36,6083,1970,4,6,"Stare Miasto",218988,"3. drogie"
"5351",3,58,4741,1977,0,0,"Krzyki",274978,"1. bardzo tanie"
"5352",2,41,5851,2012,4,4,"Psie Pole",239891,"3. drogie"
"5353",2,69,3696,1930,3,4,"Srodmiescie",255024,"1. bardzo tanie"
"5354",2,57,3491,1930,4,4,"Srodmiescie",198987,"1. bardzo tanie"
"5355",3,53,5642,1950,0,0,"Srodmiescie",299026,"2. tanie"
"5356",2,45,4822,1930,4,5,"Srodmiescie",216990,"1. bardzo tanie"
"5357",2,47,5638,1930,3,4,"Srodmiescie",264986,"2. tanie"
"5358",1,31,4484,1930,4,5,"Srodmiescie",139004,"1. bardzo tanie"
"5359",3,55.2,4873,1970,2,10,"Krzyki",268989.6,"1. bardzo tanie"
"5360",3,64,4844,1930,4,4,"Stare Miasto",310016,"1. bardzo tanie"
"5361",3,44.7,6152,1977,3,4,"Fabryczna",274994.4,"3. drogie"
"5362",3,57,5965,2003,4,6,"Srodmiescie",340005,"3. drogie"
"5363",3,57,4649,1930,5,5,"Krzyki",264993,"1. bardzo tanie"
"5364",1,36,4333,1930,3,4,"Krzyki",155988,"1. bardzo tanie"
"5365",3,80,4250,1930,4,5,"Srodmiescie",340000,"1. bardzo tanie"
"5366",3,48,6042,1977,4,4,"Krzyki",290016,"3. drogie"
"5367",3,76,4461,1930,3,4,"Srodmiescie",339036,"1. bardzo tanie"
"5368",2,45,5222,1920,5,5,"Krzyki",234990,"1. bardzo tanie"
"5369",2,44,5341,1988,1,4,"Srodmiescie",235004,"2. tanie"
"5370",3,76,4921,2003,4,4,"Srodmiescie",373996,"1. bardzo tanie"
"5371",2,49,6020,2004,3,4,"Krzyki",294980,"3. drogie"
"5372",2,51.26,5365,1905,3,4,"Srodmiescie",275009.9,"2. tanie"
"5373",4,64,5780,1950,0,0,"Stare Miasto",369920,"2. tanie"
"5374",3,63,5714,1960,0,0,"Srodmiescie",359982,"2. tanie"
"5375",3,58,4638,1950,2,4,"Stare Miasto",269004,"1. bardzo tanie"
"5376",3,60,6083,1994,5,6,"Srodmiescie",364980,"3. drogie"
"5377",3,90,4433,2000,3,3,"Krzyki",398970,"1. bardzo tanie"
"5378",3,84,4512,2000,2,3,"Krzyki",379008,"1. bardzo tanie"
"5379",1,36,4389,1930,5,6,"Srodmiescie",158004,"1. bardzo tanie"
"5380",3,78,4488,1994,4,5,"Srodmiescie",350064,"1. bardzo tanie"
"5381",2,51,5667,1970,7,10,"Krzyki",289017,"2. tanie"
"5382",4,82,3780,1930,2,4,"Srodmiescie",309960,"1. bardzo tanie"
"5383",3,54.45,5234,2001,0,0,"Krzyki",284991.3,"1. bardzo tanie"
"5384",1,41,4341,1930,2,4,"Fabryczna",177981,"1. bardzo tanie"
"5385",3,64,5000,1970,4,4,"Srodmiescie",320000,"1. bardzo tanie"
"5386",4,77.77,5290,2016,2,3,"Fabryczna",411403.3,"1. bardzo tanie"
"5387",3,54.78,5240,2016,2,3,"Fabryczna",287047.2,"1. bardzo tanie"
"5388",2,45.31,5240,2016,2,3,"Fabryczna",237424.4,"1. bardzo tanie"
"5389",1,26.55,5990,2016,2,3,"Fabryczna",159034.5,"3. drogie"
"5390",3,54,5741,1977,0,0,"Krzyki",310014,"2. tanie"
"5391",2,44.3,5756,1950,0,0,"Fabryczna",254990.8,"2. tanie"
"5392",3,87,4356,1930,0,0,"Krzyki",378972,"1. bardzo tanie"
"5393",3,47,5085,1930,1,2,"Fabryczna",238995,"1. bardzo tanie"
"5394",2,49,5610,1970,0,0,"Srodmiescie",274890,"2. tanie"
"5395",3,70,7071,2008,4,6,"Krzyki",494970,"4. bardzo drogie"
"5396",2,55,7000,2010,4,5,"Krzyki",385000,"4. bardzo drogie"
"5397",3,165,6667,2013,2,2,"Srodmiescie",1100055,"4. bardzo drogie"
"5398",3,118.94,3867,1930,1,4,"Srodmiescie",459940.98,"1. bardzo tanie"
"5399",2,54,11093,2009,4,6,"Srodmiescie",599022,"4. bardzo drogie"
"5400",3,148.1,6745,2003,3,6,"Srodmiescie",998934.5,"4. bardzo drogie"
"5401",4,117.9,11450,2000,4,6,"Stare Miasto",1349955,"4. bardzo drogie"
"5402",4,75,6400,2009,2,2,"Fabryczna",480000,"3. drogie"
"5403",4,78.7,4180,1979,2,10,"Fabryczna",328966,"1. bardzo tanie"
"5404",3,70.77,5228,1980,2,11,"Krzyki",369985.56,"1. bardzo tanie"
"5405",2,74,7230,1910,1,3,"Stare Miasto",535020,"4. bardzo drogie"
"5406",3,58.2,5550,2017,2,3,"Krzyki",323010,"2. tanie"
"5407",2,36.1,5550,2017,1,3,"Krzyki",200355,"2. tanie"
"5408",3,100,4500,2009,3,3,"Krzyki",450000,"1. bardzo tanie"
"5409",2,46,6087,2004,0,0,"Krzyki",280002,"3. drogie"
"5410",3,95,6105,2004,0,0,"Krzyki",579975,"3. drogie"
"5411",3,135.8,17000,2014,3,3,"Stare Miasto",2308600,"4. bardzo drogie"
"5412",3,116.3,16500,2014,3,3,"Stare Miasto",1918950,"4. bardzo drogie"
"5413",3,148.7,16000,2014,3,3,"Stare Miasto",2379200,"4. bardzo drogie"
"5414",3,124.4,15500,2014,3,3,"Stare Miasto",1928200,"4. bardzo drogie"
"5415",3,124.6,15500,2014,3,3,"Stare Miasto",1931300,"4. bardzo drogie"
"5416",3,110,15000,2014,3,3,"Stare Miasto",1650000,"4. bardzo drogie"
"5417",4,142,25000,2014,3,3,"Stare Miasto",3550000,"4. bardzo drogie"
"5418",3,91,17000,2014,2,3,"Stare Miasto",1547000,"4. bardzo drogie"
"5419",4,133.3,18000,2014,1,3,"Stare Miasto",2399400,"4. bardzo drogie"
"5420",2,58.3,20583,2014,1,3,"Stare Miasto",1199988.9,"4. bardzo drogie"
"5421",2,45.8,5400,2017,1,3,"Krzyki",247320,"2. tanie"
"5422",3,121,4785,2001,0,0,"Krzyki",578985,"1. bardzo tanie"
"5423",3,58.5,6479,1910,3,5,"Krzyki",379021.5,"3. drogie"
"5424",4,86,6512,1995,3,4,"Krzyki",560032,"3. drogie"
"5425",5,110,5436,2002,3,3,"Srodmiescie",597960,"2. tanie"
"5426",4,139.26,11453,2009,2,3,"Krzyki",1594944.78,"4. bardzo drogie"
"5427",4,112,4107,1918,0,0,"Krzyki",459984,"1. bardzo tanie"
"5428",2,56,4982,1970,4,4,"Fabryczna",278992,"1. bardzo tanie"
